id;object_id;uuid;tittel;betegnelse;datering;fra_aar;til_aar;hundreaar;produksjonsstad;produsent;materialar;material_kommentar;teknikk;dekorteknikk;maal;hoegde_cm;breidde_cm;djupn_cm;setehoegde_cm;emneord;klassifikasjon;stilperiode;erverving;beskriving;bilde_url;bilde_tal;digitaltmuseum_url;nasjonalmuseet_url;glb_url;lokal_bilde
47;OK-12556;e1002370-7e68-472c-97d3-3a92cb46f9f2;Kanapé;Kanapé;Ca. 1780;1780;1780;1800-talet;Norge, Norge;;"Bjørk; Silke";Bjørk med skåret dekor, trekk i brosjert silkestoff;"Innfelling; Relieffskjæring; Polstring; Profilering";;H 95 x L 155 x D 56 cm;95.0;;56.0;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign)";;Gave 1952;;https://ms01.nasjonalmuseet.no/iiif/tif/07711.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615054026;https://www.nasjonalmuseet.no/samlingen/objekt/OK-12556;;bilete/OK-12556.jpg
134;OK-09415;24944aff-9344-4c94-8dd0-310fea3fc816;Møblement;"Møblement; Fem stoler";Ca. 1800;1800;1800;1900-talet;Norge, Norge;;"Bjørk; Silke; Furu; Bomull";Profilert, relieffskåret og brunbeiset bjerk, polstret sete trukket med silkestoff;"Beising; Tapping; Polstring; Plugging; Lakkering; Profilering; Relieffskjæring; Gjennombrutt utskjæring";;H 85,5 cm x B 45,5 cm;85.5;45.5;;;"Møbel; Kunstindustri";"352.1 (Sittemøbler); 322.48 (Møbeldesign); 322.4 (Møbelfagene)";;Testamentarisk gave, innkommet 1919;;https://ms01.nasjonalmuseet.no/iiif/tif/93076.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615056166;https://www.nasjonalmuseet.no/samlingen/objekt/OK-09415;;bilete/OK-09415.jpg
63;OK-09415C;c7910535-5158-44f3-a8e6-25ba4f953d06;Stol;"Stol; Stolramme med løst sete";Ca. 1800;1800;1800;1900-talet;Norge, Norge;;"Bjørk; Silke; Furu; Bomull";Profilert, relieffskåret og brunbeiset bjerk, polstret sete trukket med silkestoff;"Beising; Tapping; Polstring; Plugging; Lakkering; Profilering; Relieffskjæring; Gjennombrutt utskjæring";;H 85,5 x B 45,5 x D 45,5 cm;85.5;45.5;45.5;;"Møbel; Kunstindustri";"352.1 (Sittemøbler); 322.4 (Møbelfagene); 322.48 (Møbeldesign)";;Testamentarisk gave, innkommet 1919;;;0;https://digitaltmuseum.org/0210615056836;https://www.nasjonalmuseet.no/samlingen/objekt/OK-09415C;;
46;OK-09415D;33acbf34-427e-460d-a7dd-c58adaccb707;Stol;"Stol; Stolramme med løst sete";Ca. 1800;1800;1800;1900-talet;Norge, Norge;;"Bomull; Silke; Bjørk; Furu";Profilert, relieffskåret og brunbeiset bjerk, polstret sete trukket med silkestoff;"Beising; Tapping; Polstring; Plugging; Lakkering; Profilering; Relieffskjæring; Gjennombrutt utskjæring";;H 85,5 x B 45,5 x D 45,5 cm;85.5;45.5;45.5;;"Møbel; Kunstindustri";"352.1 (Sittemøbler); 322.4 (Møbelfagene); 322.48 (Møbeldesign)";;Testamentarisk gave, innkommet 1919;;;0;https://digitaltmuseum.org/0210615053848;https://www.nasjonalmuseet.no/samlingen/objekt/OK-09415D;;
42;OK-05548;6358d0ae-ca49-4e85-b4ec-779ea518b94e;Stol;Stol;Ca. 1810;1810;1810;1900-talet;Norge, Norge;;"Tre, furu (BI); Hestetagl; Mahogni; Vegetabilske fibre; Lønn";Skåret furu, beiset og fernissert, polstret sete trukket med hestehår;"Polstring; Profilering; Treskjæring; Fernissering; Beising; Tapping; Finering; Intarsia";;H 85,5 x B 51,5 x D 50 cm;85.5;51.5;50.0;;Møbel;"352.1 (Sittemøbler); 322 (Trearbeid)";;Kjøpt 1897;;;0;https://digitaltmuseum.org/0210615052774;https://www.nasjonalmuseet.no/samlingen/objekt/OK-05548;;
104;OK-17302A;de50264b-5870-415f-84a8-82035e3c7b80;Armstol;Armstol;Antagelig 1810-1820;1810;1820;1900-talet;Norge, Norge;;"Mahogni; Syntetiske fibre, kunstsilke";Beiset og lakkert mahogni med skåret, dreid og innlagt dekor, stoppet setetrekk i kunstsilke;"Beising; Intarsia; Marketeri; Dreiing; Lakkering; Polstring";;H 82 x B 57 x D 51 cm;82.0;57.0;51.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Ervervet 1973;;https://ms01.nasjonalmuseet.no/iiif/tif/07465.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615059774;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17302A;;bilete/OK-17302A.jpg
126;OK-17302B;5bbc9aeb-2a3e-4464-8628-71d22d6c08cc;Stol;Stol;Antagelig 1810-1820;1810;1820;1900-talet;Norge, Norge;;"Mahogni; Syntetiske fibre, kunstsilke";Beiset og lakkert mahogni med skåret, dreid og innlagt dekor, stoppet setetrekk i kunstsilke;"Beising; Intarsia; Marketeri; Dreiing; Lakkering; Polstring";;H 82 x B 47 x D 45 cm;82.0;47.0;45.0;;Møbel;352.1 (Sittemøbler);;Ervervet 1973;;https://ms01.nasjonalmuseet.no/iiif/tif/07493.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615060244;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17302B;;bilete/OK-17302B.jpg
2;OK-17280A;8e61baf9-83fb-4901-9191-7493a586f961;Stol;Stol;Ca. 1820;1820;1820;1900-talet;Norge, Norge;;"Bjørk; Syntetiske fibre, kunstsilke; Mahogni; Buksbom; Silke";Fernissert bjørk med dreid dekor, marketeri, intarsia og silketrukket sete;"Beising; Marketeri; Intarsia; Dreiing; Lakkering; Polstring; Innfelling; Bemaling";;H 81 x B 45 x D 47,5 cm;81.0;45.0;47.5;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler); 531.45 (Dekupør (intarsia))";;Gave 1916;;https://ms01.nasjonalmuseet.no/iiif/tif/07204.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615060122;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17280A;;bilete/OK-17280A.jpg
96;OK-17280B;f7bc3e3f-296c-420a-bf54-a6ae16be80e8;Stol;Stol;Ca. 1820;1820;1820;1900-talet;Norge, Norge;;"Bjørk; Buksbom; Mahogni; Gran; Hestetagl";Fernissert bjørk med dreid dekor, marketeri, intarsia og hestehårstrekk;"Beising; Intarsia; Marketeri; Dreiing; Lakkering; Polstring; Innfelling; Bemaling";;H 81 x B 45 x D 47,5 cm;81.0;45.0;47.5;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler); 531.45 (Dekupør (intarsia))";;Gave 1916;;https://ms01.nasjonalmuseet.no/iiif/tif/07205.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615059896;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17280B;;bilete/OK-17280B.jpg
64;OK-17280C;a3069a43-ef9a-4570-9d43-9786eae9eed7;Stol;Stol;Ca. 1820;1820;1820;1900-talet;Norge, Norge;;"Bjørk; Gran; Hestetagl; Mahogni; Buksbom";Fernissert bjørk med dreid dekor, marketeri, intarsia og hestehårstrekk;"Beising; Intarsia; Marketeri; Dreiing; Lakkering; Polstring; Innfelling; Bemaling";;H 81 x B 45 x D 47,5 cm;81.0;45.0;47.5;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler); 531.45 (Dekupør (intarsia))";;Gave 1916;;https://ms01.nasjonalmuseet.no/iiif/tif/07463.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615058200;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17280C;;bilete/OK-17280C.jpg
108;OK-17280D;c6d4c4d9-9d1c-4cd8-a29d-19b458b63048;Stol;Stol;Ca. 1820;1820;1820;1900-talet;Norge, Norge;;"Bjørk; Gran; Hestetagl; Mahogni; Buksbom";Fernissert bjørk med dreid dekor, marketeri, intarsia og hestehårstrekk;"Beising; Intarsia; Marketeri; Dreiing; Lakkering; Polstring; Innfelling; Bemaling";;H 81 x B 45 x D 47,5 cm;81.0;45.0;47.5;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler); 531.45 (Dekupør (intarsia))";;Gave 1916;;https://ms01.nasjonalmuseet.no/iiif/tif/07206.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615059496;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17280D;;bilete/OK-17280D.jpg
84;OK-17280E;9a92b55f-16d5-4d39-ab1a-93e131982b11;Stol;Stol;Ca. 1820;1820;1820;1900-talet;Norge, Norge;;"Bjørk; Hestetagl; Gran; Mahogni; Buksbom";Fernissert bjørk med dreid dekor, marketeri, intarsia og hestehårstrekk;"Beising; Marketeri; Intarsia; Innfelling; Polstring; Lakkering; Dreiing; Bemaling";;H 81 x B 44,5 x D 47,5 cm;81.0;44.5;47.5;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign); 531.45 (Dekupør (intarsia))";;Gave 1916;;https://ms01.nasjonalmuseet.no/iiif/tif/92659.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615057876;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17280E;;bilete/OK-17280E.jpg
71;OK-17280F;b6134da2-3458-4fa2-8f4c-25782666af15;Stol;Stol;Ca. 1820;1820;1820;1900-talet;Norge, Norge;;"Bjørk; Mahogni; Buksbom; Hestetagl; Gran";Fernissert bjørk med dreid dekor, marketeri, intarsia og hestehårstrekk;"Marketeri; Intarsia; Beising; Innfelling; Lakkering; Finering; Polstring; Bemaling";;H 81 x B 45 x D 47,5 cm;81.0;45.0;47.5;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign); 531.45 (Dekupør (intarsia))";;Gave 1916;;https://ms01.nasjonalmuseet.no/iiif/tif/07569.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615058206;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17280F;;bilete/OK-17280F.jpg
110;OK-17289A;92d0249a-899e-4064-8c21-ecc98ef241a4;Stol;Stol;1820-tallet;1820;1829;1900-talet;Norge, Norge;;"Bjørk; Messing; Buksbom; Hestetagl; Jakaranda";Bjørk, beiset og lakkert, dreid dekor, marketeri i buksbom og jakaranda, polstret sete med hestehårstrekk;"Dreiing; Polstring; Lakkering; Tapping; Marketeri; Beising";;H 80,7 x B 47,5 x D 52 cm;80.7;47.5;52.0;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign)";;Ervervet 1953;;"https://ms01.nasjonalmuseet.no/iiif/tif/94844.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/92650.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615057900;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17289A;;bilete/OK-17289A.jpg
107;OK-17289B;50c4f0e0-43aa-43ac-a54b-fcc0d06cf26f;Stol;Stol;1820-tallet;1820;1829;1900-talet;Norge, Norge;;"Bjørk; Jakaranda; Messing; Hestetagl; Buksbom";Bjørk, beiset og lakkert, dreid dekor, marketeri i buksbom og jakaranda, polstret sete med hestehårstrekk;"Dreiing; Polstring; Lakkering; Tapping; Marketeri; Beising";;H 81 x B 47,5 x D 51,8 cm;81.0;47.5;51.8;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign)";;Ervervet 1953;;https://ms01.nasjonalmuseet.no/iiif/tif/92651.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615059680;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17289B;;bilete/OK-17289B.jpg
83;OK-17289C;3225488b-3985-40bb-9696-802d4bf7af2b;Stol;Stol;1820-tallet;1820;1829;1900-talet;Norge, Norge;;"Bjørk; Messing; Buksbom; Hestetagl; Jakaranda";Bjørk, beiset og lakkert, dreid dekor, marketeri i buksbom og jakaranda, polstret sete med hestehårstrekk;"Dreiing; Polstring; Lakkering; Tapping; Marketeri; Beising";;H 80,8 x B 47,5 x D 52 cm;80.8;47.5;52.0;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign)";;Ervervet 1953;;https://ms01.nasjonalmuseet.no/iiif/tif/92653.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615058120;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17289C;;bilete/OK-17289C.jpg
72;OK-17289E;97822425-15cc-4a8c-820c-0840251a8a44;Stol;Stol;1820-tallet;1820;1829;1900-talet;Norge, Norge;;"Bjørk; Jakaranda; Messing; Buksbom; Hestetagl";Bjørk, beiset og lakkert, dreid dekor, marketeri i buksbom og jakaranda, polstret sete med hestehårstrekk;"Dreiing; Polstring; Tapping; Marketeri; Lakkering";;H 81,3 x B 48 x D 52 cm;81.3;48.0;52.0;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign)";;Ervervet 1953;;https://ms01.nasjonalmuseet.no/iiif/tif/92652.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615058380;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17289E;;bilete/OK-17289E.jpg
124;OK-17289F;898500cd-ab0b-482c-a35c-9b7ac61c26b7;Stol;Stol;1820-tallet;1820;1829;1900-talet;Norge, Norge;;"Bjørk; Messing; Jakaranda; Buksbom; Hestetagl";Bjørk, beiset og lakkert, dreid dekor, marketeri i buksbom og jakaranda, polstret sete med hestehårstrekk;"Polstring; Tapping; Marketeri; Lakkering; Dreiing";;H 81 x B 47,8 x D 50 cm;81.0;47.8;50.0;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign)";;Ervervet 1953;;https://ms01.nasjonalmuseet.no/iiif/tif/92648.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615059644;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17289F;;bilete/OK-17289F.jpg
174;OK-dep-00126;a561b629-7595-4ba4-a43b-b170204b5153;Armstol;Armstol;Mellom 1820 og 1850;1820;1850;1900-talet;Norge, Innlandet, Oppland, Valdres;;"Furu; Jern; Bjørk";Kassestol med stolpekonstruksjon, av bjørk og furu med utskjæringer, tapping, plugging og spikring, jernhengsler;"Tapping; Spikring; Plugging; Treskurd; Profilering; Bemaling; Rissing";;H 102,5 x B 70 x D 60 cm;102.5;70.0;60.0;;"Møbel; Folkekunst";"322 (Trearbeid); 352.1 (Sittemøbler); 531.41 (Treskjæring)";;Deponert 1934;;"https://ms01.nasjonalmuseet.no/iiif/tif/35771.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/35772.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615301180;https://www.nasjonalmuseet.no/samlingen/objekt/OK-dep-00126;;bilete/OK-dep-00126.jpg
138;OK-11131B;917749bc-df15-4bed-a575-38e25b30dd6b;Stol;"Stol; Stolramme med løst sete";Ca. 1830;1830;1830;1900-talet;Norge, Oslo (fylke), Oslo;;"Mahogni; Bomull; Eik; Furu";Fernissert mahognifiner, skåret og dreid dekor, setetrekk i ripsstoff;"Tapping; Finering; Lakkering; Beising; Dreiing; Polstring";;H 86 x B 47,5 x D 55,5 cm;86.0;47.5;55.5;;Møbel;352.1 (Sittemøbler);;Gave 1941;;"https://ms01.nasjonalmuseet.no/iiif/tif/74318.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/74317.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/74319.tif/full/4000,/0/default.jpg";3;https://digitaltmuseum.org/0210615055820;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11131B;;bilete/OK-11131B.jpg
61;OK-11131C;9788e460-ec19-4563-9073-9eb8e773d01a;Stol;"Stol; Stolramme med løst sete";Ca. 1830;1830;1830;1900-talet;Norge, Oslo (fylke), Oslo;;"Mahogni; Eik; Furu; Bomull";Fernissert mahognifiner, skåret og dreid dekor, setetrekk i ripsstoff;"Beising; Finering; Lakkering; Tapping; Dreiing; Polstring";;H 86 x B 47,5 x D 55,5 cm;86.0;47.5;55.5;;Møbel;352.1 (Sittemøbler);;Gave 1941;;https://ms01.nasjonalmuseet.no/iiif/tif/08326.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615057802;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11131C;;bilete/OK-11131C.jpg
73;OK-14883H-1;21c09df5-c248-4029-a64e-f035dabb0a22;Stol;Stol;Mellom 1830 og 1850;1830;1850;1900-talet;Norge, Norge;;"Mahogni; Bøk; Silke";Mahogni finert på bøk, utskåret dekor, beiset og lakkert, polstret sete med silketrekk;"Polstring; Finering; Beising; Lakkering; Dreiing; Relieffskjæring; Tapping";;H 84,8 cm x B 48,5 cm x D 49 cm;84.8;48.5;49.0;;Møbel;"352.1 (Sittemøbler); 322.4 (Møbelfagene)";;Testamentarisk gave, innkommet 1956;;https://ms01.nasjonalmuseet.no/iiif/tif/94839.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615058316;https://www.nasjonalmuseet.no/samlingen/objekt/OK-14883H-1;;bilete/OK-14883H-1.jpg
92;OK-14883H-2;bed60e5e-469f-4f97-8536-507720becf98;Stol;Stol;Mellom 1830 og 1850;1830;1850;1900-talet;Norge, Norge;;"Mahogni; Bøk; Silke";Mahogni finert på bøk, utskåret dekor, beiset og lakkert, polstret sete med silketrekk;"Polstring; Finering; Beising; Lakkering; Dreiing; Relieffskjæring; Tapping";;H 84,5 cm x B 48,5 cm x D 48 cm;84.5;48.5;48.0;;Møbel;"352.1 (Sittemøbler); 322.4 (Møbelfagene)";;Testamentarisk gave, innkommet 1956;;https://ms01.nasjonalmuseet.no/iiif/tif/94916.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615058974;https://www.nasjonalmuseet.no/samlingen/objekt/OK-14883H-2;;bilete/OK-14883H-2.jpg
129;OK-1979-0006;22afb42e-2f75-4c77-873c-28c3893e7c20;Sofa;"Sofa; Sofa med to pøller";Mellom 1830 og 1850;1830;1850;1900-talet;Norge, Norge;Uidentifisert kunstner;"Mahogni; Hestetagl; Furu";Polert mahogni finert på furu, skåret dekor, polstret og trukket med sort hestehårstrekk.;"Polstring; Finering; Treskjæring; Tapping; Saging; Liming; Lakkering";;H 101 cm x L 225 cm x D 67 cm;101.0;;67.0;;Møbel;352.1 (Sittemøbler);;Kjøpt 1979;;"https://ms01.nasjonalmuseet.no/iiif/tif/OK-1979-0006.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/09021.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615061874;https://www.nasjonalmuseet.no/samlingen/objekt/OK-1979-0006;;bilete/OK-1979-0006.jpg
116;OK-10900A;c68c1506-708f-476e-bc42-7d179dd80049;Armstol;Armstol;Mellom 1836 og 1837;1836;1837;1900-talet;Norge, Norge;Grosch, Christian Heinrich;"Bøk; Tekstil";Gullfernissert bøk med skåret og dreid dekor og fløyelstrekk.;"Sammenføyning; Stopping; Utskjæring; Dreiing; Vernissering";;D 56,6 x B 61,5 x H 107 cm;107.0;61.5;56.6;;Møbel;352.1 (Sittemøbler);;Gave 1938;;https://ms01.nasjonalmuseet.no/iiif/tif/65506.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615054652;https://www.nasjonalmuseet.no/samlingen/objekt/OK-10900A;;bilete/OK-10900A.jpg
121;OK-11813A;3d3b85fa-c0f1-4c1e-8029-a627981ffcba;Sofa;Sofa;Antagelig 1840-tallet;1840;1849;1900-talet;Norge, Norge;Nadderud, Bernt Olsen;"Mahogni; Tekstil, plysj";Skåret og beiset mahogni, polstret sete trukket med plysj;"Polstring; Treskjæring; Beising; Fernissering; Tapping";;H 113 x L 188,5 x D 87;113.0;;87.0;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign); 322.4 (Møbelfagene)";;Gave 1946;;https://ms01.nasjonalmuseet.no/iiif/tif/111597.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615055966;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11813A;;bilete/OK-11813A.jpg
109;OK-11813B;acd78bc4-9d9a-4008-801d-8b2d617f76db;Armstol;Armstol;Antagelig 1840-tallet;1840;1849;1900-talet;Norge, Norge;Nadderud, Bernt Olsen;"Plysj; Mahogni; Messing";Skåret og beiset mahogni, polstret sete trukket med plysj;"Polstring; Beising; Fernissering; Treskjæring; Profilering; Tapping";;H 99,5 x B 55,8 x D 61,5 cm;99.5;55.8;61.5;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign); 322.4 (Møbelfagene)";;Gave 1946;;https://ms01.nasjonalmuseet.no/iiif/tif/94820.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615056996;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11813B;;bilete/OK-11813B.jpg
78;OK-11813C;bc976056-171e-48cc-b3a5-f437bf7742f1;Lenestol;Lenestol;Antagelig 1840-tallet;1840;1849;1900-talet;Norge, Norge;Nadderud, Bernt Olsen;"Mahogni; Plysj; Messing";Skåret og beiset mahogni, polstret sete trukket med plysj;"Polstring; Beising; Fernissering; Tapping; Profilering; Plugging; Gjennombrutt utskjæring";;H 98,5 x B 56,7 x D 62 cm;98.5;56.7;62.0;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign); 322.4 (Møbelfagene)";;Gave 1946;;https://ms01.nasjonalmuseet.no/iiif/tif/94821.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615056752;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11813C;;bilete/OK-11813C.jpg
